scenario,CountryCode,vkm_petrol_Carpassenger,vkm_diesel_Carpassenger,vkm_hgv_Freight,Total_IWW_TonKM,PersonKM_RailPassenger,TonKM_RailFreight
10,AL,2188811425.4416656,541613040.1770518,777576488.691137,,127404370.37130046,597263571.3925146
10,AT,43142985986.31453,27062851490.6764,6915677599.789818,7109055310.089428,16264195658.274895,24803970152.85943
10,BA,4942924309.879506,1212096803.887857,872510772.0961965,739576685.0282317,598258233.5447507,1210145409.1560953
10,BE,42884991548.52121,32551601459.492706,8407711603.104085,9581200388.33423,14162123608.54133,9810287264.576784
10,BG,29775341233.65167,7245705271.535607,3851776605.87937,2100566917.4901907,18250004237.045944,21398970334.154495
10,BY,19193013465.37974,4628304210.536418,10415673172.238186,,7671674995.68875,27012447085.830425
10,CH,39955859066.52528,5718100247.255686,3638905037.1355934,38597464.03344711,11673006657.470875,11526181107.455366
10,CZ,32098599363.425617,6968780979.073975,8553890519.062787,45308333.41722853,9341832372.582912,35427281101.71201
10,DE,380457100908.913,88775179527.09177,46527718174.96212,75686298785.5376,115472129622.21216,110110405306.40048
10,DK,37351206665.13359,3891281034.8769746,7234064599.337629,,6366708071.56936,3395031700.7571216
10,EE,3362901769.7683206,609794727.466347,1813432804.7870283,,291721847.5598893,31022518841.85125
10,ES,176221953689.85745,94507833575.66344,48188393797.26139,,29395184016.00027,24310556176.866978
10,FI,29644208471.25934,4325340854.093187,5653143264.871808,,7656449819.925025,22116287399.324364
10,FR,245603968499.3312,167839218948.16797,44050753711.72819,12012701326.349152,95516404678.39975,55786632993.842285
10,GR,27429017763.425873,6790787023.52146,6256102193.466742,,3023519745.746951,1413832683.9043028
10,HR,22176192500.33615,5514161829.959612,2661178312.9430947,312270536.92408,8464646085.901352,8028253431.273385
10,HU,30629196165.18138,6315628630.503835,5409457518.970113,11185540305.11827,16093274798.137548,23374474691.005077
10,IE,27574844563.32852,4771553363.858236,4869008226.831129,,1936619453.4956236,655228910.0953395
10,IT,211653529578.39658,55789359085.02157,36751617906.96042,,50345754208.580444,35792010219.279816
10,LI,80624315.43461353,23897855.457112074,17694815.25866504,,12721579.010847837,28926562.225583196
10,LT,8544729965.049398,2037357810.478285,4639771323.059109,1945882.943965785,13282964571.56808,36753825889.04267
10,LU,5545769490.694836,2629862919.110262,902783641.7246004,,158289030.56959984,573337946.3689065
10,LV,7212191484.094616,1435903776.1874995,2600459238.2906523,3057704.2583619663,8138725104.361977,50292786716.49787
10,MD,5572599963.18442,1375721874.4097013,1612897860.246713,,1417228812.202603,3451867373.7995133
10,ME,1510220760.4279156,373565331.8792187,188267399.7061778,,135829490.4295441,1900949696.8122756
10,MK,4743439463.780724,1176045677.781052,1351822510.3910613,,639073215.6773154,409322081.0307037
10,NL,95266511665.37999,19259437062.122368,10287449398.833315,39737977312.80431,12557922291.858927,6588758659.102804
10,NO,40221414966.06917,9406087508.100769,3862090977.056689,,4483223823.009919,4757367473.428765
10,PL,96060848688.5266,18893949477.626522,30171434681.18693,881773265.2660424,54105037594.61312,131522470725.66599
10,PT,37358295803.61296,9775651672.83708,6718795708.427681,,4721622818.659534,4656437019.792432
10,RO,40818670046.61105,9922595538.464937,14009219524.699423,21603937766.71453,15267275761.037277,61001186615.79196
10,RU,158533578948.67508,38900111587.67249,90305542718.03387,,106353626260.85129,232804708998.69986
10,SE,57658370456.46831,4511516943.0499735,8431444533.468494,,17908330091.662243,35559893552.86355
10,SI,11771225631.96227,3083873742.8492813,2322865432.8152447,,5491244321.59474,9920467448.812218
10,SK,12894122736.127438,3120169208.230687,4060149986.4055085,706454744.7309173,2515084705.350749,23596347840.22184
10,TR,114956277255.12909,28171018675.83493,11229571905.26645,,49772969276.25844,13360896807.323656
10,UA,73818798849.12209,17995945902.992947,22523814280.91488,,35514108021.05359,77078225924.69762
10,UK,330380874582.4202,75039605218.36868,26293398710.050285,326379291.8974989,48555182100.00557,37368528791.010895
10,YU,18363619642.21362,4537261303.897176,2137181674.1206837,13213025383.207817,16430656613.0745,8528999482.274322
