scenario,CountryCode,vkm_petrol_Carpassenger,vkm_diesel_Carpassenger,vkm_hgv_Freight,Total_IWW_TonKM,PersonKM_RailPassenger,TonKM_RailFreight
16,AL,2197357269.8809495,543581297.3614441,777146227.9292461,,129137050.82548825,595795951.5375171
16,AT,43072199164.87864,27046273831.742157,6897312386.087256,7106531941.694446,15835223025.315002,24739095337.381634
16,BA,5036068899.433638,1235613385.0105548,830688715.9539645,738567597.9792451,598215177.0366195,1206728546.7944715
16,BE,42890969526.418884,32555748025.071045,8406544300.053688,9593462022.906954,14200949284.724878,9811190447.53084
16,BG,27975617268.220707,6836310066.808456,3829965335.731773,2100791286.0145478,17010776837.709192,23025437616.023434
16,BY,19200017662.88236,4627886549.468602,10415173020.7881,,7767623440.007446,26988221306.99071
16,CH,39951837700.17147,5719581718.702485,3637610096.6709337,38966653.01919545,11674872750.906595,11547068862.196745
16,CZ,31719746002.14696,6888592630.043904,8556633365.228187,45323663.94251682,9367911608.234303,35356785759.64986
16,DE,379850345156.44354,88638893440.26892,46521498678.74626,75677925887.98537,115178565406.44754,109958339800.9784
16,DK,37260540573.62179,3864403771.852198,7217002071.565119,,6394956158.67952,3394920216.135556
16,EE,3352264777.6744423,608536429.9646819,1819370559.5192337,,286094711.3315396,30945247427.76189
16,ES,176230481969.9691,94526847811.886,48189201954.614555,,29494605581.713696,24306240445.89855
16,FI,29649872487.387543,4326060797.860984,5652958534.636962,,7669083018.749702,22117863055.583984
16,FR,245368745896.39194,167748991877.83078,44047147222.888664,12022314554.830103,95173981400.96956,55775888294.178635
16,GR,27340703889.215515,6768755563.385486,6301991094.606245,,2896359663.6555047,1420338299.3055604
16,HR,22463060639.10076,5582444818.273373,2664503463.816429,311832385.2275901,9146197337.9646,7540903032.7723465
16,HU,29568590602.475643,6076510656.981838,5398218627.55978,11182695480.219297,15442752938.398294,23764766539.065613
16,IE,27582762032.101055,4773079715.440873,4868451185.067325,,1942016550.0074573,655284867.1012661
16,IT,211568936771.2165,55780203821.6644,36813065756.19882,,51033067564.18533,35785321495.58499
16,LI,80173134.53162478,23812448.207163278,17857716.180478863,,12883278.268155234,27094435.74205955
16,LT,8532471937.312793,2032789977.5514803,4629407470.010986,1945882.943965785,13193806446.996834,36779163295.00882
16,LU,5551826624.801304,2630336412.8840113,902015995.3232615,,158335662.96907514,579717516.3018168
16,LV,7225991763.136379,1438805006.6190994,2595276433.4530067,3057704.2583619663,8086708983.198717,50301874480.469124
16,MD,5609840012.043004,1384705389.543565,1617624615.816123,,1413517456.8123493,3464902887.281778
16,ME,1517489352.1504965,375320706.8069384,188683123.88693416,,136650884.83181414,1899647652.1838005
16,MK,4794143919.842894,1187459141.2982533,1355838313.4820287,,732993458.9260947,414960111.904033
16,NL,95258498185.64488,19256982866.80765,10289689477.571793,39736799449.15658,12584336032.435959,6600348461.530234
16,NO,40045258314.66958,9365870868.822512,3861268900.409468,,4540683790.343615,4757496983.001016
16,PL,96039210888.69272,18887315740.46004,30158032154.31691,881591033.7994229,54210173388.68818,131547138449.73901
16,PT,37351957003.267166,9772530748.588634,6716504098.998675,,4717039005.345394,4656124088.167059
16,RO,38565248273.31517,9421857845.191584,13980498679.526306,21605947278.804058,11345407151.851671,57890980060.27759
16,RU,158391297320.66858,38864103293.41309,90253763860.81854,,106214174946.98662,232816789058.50912
16,SE,57489413272.34731,4470978324.234876,8474151591.308335,,17970613987.64856,35570611398.44227
16,SI,11800977034.356476,3088725211.5612617,2329418351.3737025,,5731760987.465399,10054893711.309008
16,SK,12758728528.107365,3091414988.4898515,4066983328.1021023,706152598.2750074,2522560998.758902,23513974248.12947
16,TR,114100428428.20944,27979754774.368248,11233120847.653732,,50466063340.70069,13377225269.055134
16,UA,73932775164.36258,18018858549.95748,22504326041.01036,,35759823201.950325,77279843028.13583
16,UK,330516113533.6514,75068473951.09207,26291219757.129433,326325573.63605726,48650519144.33348,37373372093.23793
16,YU,20560922027.93455,5027126540.421228,2132172984.4712985,13213557374.096725,20565220074.16843,9363727722.424547
