scenario,CountryCode,vkm_petrol_Carpassenger,vkm_diesel_Carpassenger,vkm_hgv_Freight,Total_IWW_TonKM,PersonKM_RailPassenger,TonKM_RailFreight
12,AL,2198711169.1372194,543910259.378182,778943184.6497134,,126641624.70916192,596282171.2364662
12,AT,43058698570.531555,27048005092.176178,6896168797.13923,7111385168.997894,15873992559.532127,24792808750.44787
12,BA,5014471389.3586445,1230382924.029101,846671530.3006561,746036273.9800489,596945187.8638457,1206641926.8307974
12,BE,42870598988.67719,32551637216.60259,8408487720.891548,9605971676.490587,14199321680.954424,9819688603.089756
12,BG,27955092426.36448,6832160300.540082,3838950640.0837245,2103108372.1541643,17007715658.175207,23027239557.03684
12,BY,19200866135.738014,4628238180.420524,10421353042.559273,,7618600610.968289,26855748033.826157
12,CH,39941077127.306564,5714629667.231374,3642563043.261597,38961938.598705806,11678353543.221367,11550640229.897793
12,CZ,31704278042.70668,6883556300.426646,8565380816.868891,45305284.566475466,9389113115.694359,35404684877.49635
12,DE,379871375450.5965,88649539114.56047,46519788274.79419,75696058384.52396,114888876705.78236,109905029075.05005
12,DK,37205445210.3368,3856726579.7268906,7233685105.7598505,,6393217773.410001,3395381369.1284246
12,EE,3342238070.3098536,607038853.7596554,1818098624.2797403,,289379207.6495833,30967372264.761356
12,ES,176155604026.64746,94489546577.30159,48186459916.406044,,29402782464.247334,24305588730.852283
12,FI,29556746173.59816,4316821442.641262,5663147704.255472,,7735682266.45728,22232817351.735023
12,FR,245433923875.1937,167795484603.974,44047472582.4799,12023589230.742008,95005936489.67075,55775296118.80974
12,GR,27388799212.523148,6780134759.05012,6280219629.984435,,2909605392.2259007,1429705170.514051
12,HR,22451243193.495636,5579091432.271208,2675536768.5420074,315073050.9652973,9160869565.24069,7458540414.1621475
12,HU,29562891739.711617,6075265519.824659,5394837670.828752,11189930558.314106,15412603484.497856,23953005311.760838
12,IE,27577975413.254852,4771985744.458964,4872336786.148932,,1941631856.6168678,655380611.0986923
12,IT,211610947854.4145,55780143267.83619,36789950631.62398,,51096906884.413284,35841927741.12978
12,LI,80239788.15208262,23792630.542202413,17745054.1711894,,13072883.16084469,27269171.94084617
12,LT,8519033643.449889,2029267763.6095736,4637032199.983168,1945882.943965785,13172304304.97113,36900077519.24383
12,LU,5551427942.063852,2631304803.9929595,902321754.6513568,,158234047.67875034,573477822.5243365
12,LV,7197740088.721347,1431610282.5325985,2600147794.6386814,3057704.2583619663,8066642781.501991,50226970119.920906
12,MD,5592316207.048967,1380232349.9482071,1621194574.1715581,,1413520617.531351,3470623370.3212795
12,ME,1515369358.0839531,374787589.30378824,189187966.1147624,,134312179.33804613,1900165509.0730789
12,MK,4801058425.663869,1189157698.1318214,1356266366.5511646,,725921542.7324489,415035228.99698097
12,NL,95234153583.45207,19251028359.259766,10287816611.547348,39732035892.032166,12566744227.747856,6589221693.629387
12,NO,40292739267.627014,9425100181.092707,3860646490.5777445,,4570851901.092931,4757503811.419588
12,PL,96017867045.48589,18882092193.66771,30175014490.14365,882714413.2681252,53861149555.45268,131519396079.67857
12,PT,37360452543.976295,9775252258.501696,6719085202.141007,,4713013577.552558,4656437724.571717
12,RO,38546026822.3222,9418153537.542097,13981695879.193966,21630699482.28957,11315343221.997572,57862055055.354324
12,RU,157919316057.1179,38741410484.41463,90763745251.63953,,105532482418.31696,232836943499.39236
12,SE,57579327482.309395,4503291659.386254,8421103141.563844,,18004919837.624428,35506079774.98561
12,SI,11815989467.400015,3092071400.6349187,2324236236.265195,,5742414094.524417,9989427219.827274
12,SK,12742444434.2656,3089442368.336097,4068655021.3683825,706696496.8160992,2517808449.939586,23534225231.64094
12,TR,114028285527.40007,27962969847.64124,11223115872.902035,,50564827426.26966,13366953272.734013
12,UA,73911194488.16566,18013021934.2083,22543090795.02061,,35656431589.46134,77269107323.89961
12,UK,330296348419.95294,75018671828.45831,26286505640.423058,326338055.51749134,48604150290.81891,37368638348.74765
12,YU,20526060313.930546,5018758055.536036,2142620529.084399,13224214069.864439,20544290854.158447,9295430756.093306
